branch,counterparty,credit_account,credit_account_2,credit_amount,credit_amount_2,currency,date,debit_account,debit_amount,description,id,type
Avignon,Gold Merchant,Loans Receivable,Interest Income,9416.72,1977.51,florin,1436-11-01,Cash,11394.23,Loan repayment from Gold Merchant with interest,73641,loan_repayment
Florence,Republic of Florence,Cash,,528568.51,,florin,1436-11-01,Loans Receivable - Government,528568.51,Emergency war financing for Florence defense,73642,war_financing
Bruges,King of Naples,Cash,,64697.29,,florin,1436-11-01,Deposits Payable,64697.29,Withdrawal by King of Naples,73643,withdrawal
Florence,Grain Merchant,Trading Revenue,,3260.69,,florin,1436-11-01,Cash,3260.69,Alum sale from papal mines,73644,alum_trade
Rome,Papal Curia,Deposits Payable,,490171.75,,florin,1436-11-01,Cash,490171.75,Deposit from Papal Curia to Rome branch,73645,deposit
Geneva,Cloth Merchant,Deposits Payable,,28288.43,,florin,1436-11-02,Cash,28288.43,Deposit by Cloth Merchant,73646,deposit
Geneva,Cloth Merchant,Cash,,195079.54,,florin,1436-11-02,Loans Receivable,195079.54,Loan issued to Cloth Merchant from Geneva branch,73647,loan_issuance
Florence,Republic of Florence,Cash,,93978.01,,florin,1436-11-02,Loans Receivable - Government,93978.01,War financing for Florentine operations against Milan,73648,war_financing
Bruges,Spice Merchant,Loans Receivable,Interest Income,10059.76,2514.94,florin,1436-11-02,Cash,12574.7,Loan repayment from Spice Merchant with interest,73649,loan_repayment
Florence,Republic of Florence,Cash,,129811.82,,florin,1436-11-02,Loans Receivable - Government,129811.82,Emergency war financing for Florence defense,73650,war_financing
Rome,Cardinal's Office,Deposits Payable,,11791.53,,florin,1436-11-03,Cash,11791.53,Deposit from Cardinal's Office to Rome branch,73651,deposit
Florence,Republic of Florence,Cash,,5530957.25,,florin,1436-11-03,Loans Receivable - Government,5530957.25,War financing for Florentine operations against Milan,73652,war_financing
Rome,Holy See,Deposits Payable,,29693.7,,florin,1436-11-03,Cash,29693.7,Deposit from Holy See to Rome branch,73653,deposit
Geneva,Trading Company,Loans Receivable,Interest Income,46925.21,10323.5462,florin,1436-11-03,Cash,57248.7562,Loan repayment from Trading Company with interest,73654,loan_repayment
Florence,Republic of Florence,Cash,,76008.63,,florin,1436-11-03,Loans Receivable - Government,76008.63,War financing for Florentine operations against Milan,73655,war_financing
Venice,Grain Merchant,Loans Receivable,Interest Income,46688.03,9804.49,florin,1436-11-04,Cash,56492.52,Loan repayment from Grain Merchant with interest,73656,loan_repayment
Milan,Milan Operations,Cash,,2536.71,,florin,1436-11-04,Wages,2536.71,Wages expense for Milan branch,73657,operating_expense
Rome,Wine Trader,Deposits Payable,,126232.38,,florin,1436-11-04,Cash,126232.38,Deposit by Wine Trader,73658,deposit
Florence,Republic of Florence,Cash,,88718.18,,florin,1436-11-04,Loans Receivable - Government,88718.18,War financing for Florentine operations against Milan,73659,war_financing
Florence,Republic of Florence,Cash,,83549.75,,florin,1436-11-05,Loans Receivable - Government,83549.75,Loan to Venice for Lombardy Wars operations,73660,war_financing
Florence,Cardinal,Loans Receivable,Interest Income,6936.91,624.32,florin,1436-11-05,Cash,7561.23,Loan repayment from Cardinal with interest,73661,loan_repayment
Geneva,Trading Company,Deposits Payable,,9210.29,,florin,1436-11-05,Cash,9210.29,Deposit by Trading Company,73662,deposit
Geneva,Textile Merchant,Loans Receivable,Interest Income,17900.18,3580.04,florin,1436-11-06,Cash,21480.22,Loan repayment from Textile Merchant with interest,73663,loan_repayment
Bruges,Wine Trader,Loans Receivable,Interest Income,9052.82,1086.34,florin,1436-11-07,Cash,10139.16,Loan repayment from Wine Trader with interest,73664,loan_repayment
Florence,Republic of Florence,Cash,,1834910.93,,florin,1436-11-07,Loans Receivable - Government,1834910.93,Loan to Venice for Lombardy Wars operations,73665,war_financing
Venice,Transfer to Florence,Cash,Exchange Fee Revenue,31669.17,495.33,florin,1436-11-07,Due from Florence,32164.5,Bill of exchange from Venice to Florence,73666,bill_of_exchange
Venice,Cloth Merchant,Trading Revenue,,5046.15,,florin,1436-11-08,Cash,5046.15,Alum sale from papal mines,73667,alum_trade
Milan,Cloth Merchant,Deposits Payable,,480371.11,,florin,1436-11-08,Cash,480371.11,Deposit by Cloth Merchant,73668,deposit
Avignon,Transfer to Milan,Cash,Exchange Fee Revenue,7109.34,85.62,florin,1436-11-09,Due from Milan,7194.96,Bill of exchange from Avignon to Milan,73669,bill_of_exchange
Milan,Milan Operations,Cash,,684.83,,florin,1436-11-10,Security,684.83,Security expense for Milan branch,73670,operating_expense
London,Baron,Cash,,88507.93,,florin,1436-11-10,Deposits Payable,88507.93,Withdrawal by Baron,73671,withdrawal
Bruges,Spice Merchant,Cash,,10997.34,,florin,1436-11-10,Deposits Payable,10997.34,Withdrawal by Spice Merchant,73672,withdrawal
Rome,Cardinal's Office,Deposits Payable,,491353.17,,florin,1436-11-11,Cash,491353.17,Deposit from Cardinal's Office to Rome branch,73673,deposit
Florence,Republic of Florence,Cash,,114274.28,,florin,1436-11-11,Loans Receivable - Government,114274.28,Loan to Venice for Lombardy Wars operations,73674,war_financing
Rome,Holy See,Deposits Payable,,531698.44,,florin,1436-11-11,Cash,531698.44,Deposit from Holy See to Rome branch,73675,deposit
London,Gold Merchant,Loans Receivable,Interest Income,33491.06,6698.21,florin,1436-11-11,Cash,40189.27,Loan repayment from Gold Merchant with interest,73676,loan_repayment
Bruges,Cardinal,Loans Receivable,Interest Income,3608.74,396.96,florin,1436-11-12,Cash,4005.7,Loan repayment from Cardinal with interest,73677,loan_repayment
Bruges,Transfer to Avignon,Cash,Exchange Fee Revenue,492868.16,6238.84,florin,1436-11-12,Due from Avignon,499107.0,Bill of exchange from Bruges to Avignon,73678,bill_of_exchange
Milan,Trading Company,Loans Receivable,Interest Income,124700.83,26187.17,florin,1436-11-12,Cash,150888.0,Loan repayment from Trading Company with interest,73679,loan_repayment
Milan,Cloth Merchant,Cash,,39035.26,,florin,1436-11-13,Loans Receivable,39035.26,Loan issued to Cloth Merchant from Milan branch,73680,loan_issuance
Florence,Banking House,Loans Receivable,Interest Income,9212.02,736.96,florin,1436-11-13,Cash,9948.98,Loan repayment from Banking House with interest,73681,loan_repayment
Geneva,Geneva Operations,Cash,,962.22,,florin,1436-11-14,Wages,962.22,Wages expense for Geneva branch,73682,operating_expense
Florence,Republic of Florence,Cash,,22562.65,,florin,1436-11-14,Loans Receivable - Government,22562.65,Loan to Venice for Lombardy Wars operations,73683,war_financing
Milan,Transfer to Bruges,Cash,Exchange Fee Revenue,141173.954976,1541.325024,florin,1436-11-14,Due from Bruges,142715.28,Bill of exchange from Milan to Bruges,73684,bill_of_exchange
Florence,Republic of Florence,Cash,,1253986.0,,florin,1436-11-14,Loans Receivable - Government,1253986.0,Emergency war financing for Florence defense,73685,war_financing
Florence,Wine Trader,Trading Revenue,,3337.2,,florin,1436-11-15,Cash,3337.2,Alum sale from papal mines,73686,alum_trade
Florence,Florence Operations,Cash,,79.09,,florin,1436-11-15,Courier Services,79.09,Courier Services expense for Florence branch,73687,operating_expense
Rome,Gold Merchant,Cash,,5205.05,,florin,1436-11-15,Deposits Payable,5205.05,Withdrawal by Gold Merchant,73688,withdrawal
Florence,Republic of Florence,Cash,,6545830.72,,florin,1436-11-15,Loans Receivable - Government,6545830.72,Emergency war financing for Florence defense,73689,war_financing
Bruges,Jewel Trader,Deposits Payable,,156.18,,florin,1436-11-15,Cash,156.18,Deposit by Jewel Trader,73690,deposit
Rome,Sacred College,Deposits Payable,,48473.86,,florin,1436-11-15,Cash,48473.86,Deposit from Sacred College to Rome branch,73691,deposit
Florence,Republic of Florence,Cash,,27005.38,,florin,1436-11-15,Loans Receivable - Government,27005.38,Loan to Venice for Lombardy Wars operations,73692,war_financing
Rome,Transfer to Florence,Cash,Exchange Fee Revenue,544.47,13.16,florin,1436-11-15,Due from Florence,557.63,Bill of exchange from Rome to Florence,73693,bill_of_exchange
Geneva,Wine Trader,Deposits Payable,,38376.9,,florin,1436-11-16,Cash,38376.9,Deposit by Wine Trader,73694,deposit
Venice,Armor Smith,Loans Receivable,Interest Income,68817.36,16516.1664,florin,1436-11-16,Cash,85333.5264,Loan repayment from Armor Smith with interest,73695,loan_repayment
London,King of Naples,Cash,,501254.82,,florin,1436-11-16,Loans Receivable,501254.82,Loan issued to King of Naples from London branch,73696,loan_issuance
Bruges,Transfer to Geneva,Cash,Exchange Fee Revenue,9579.73,263.81,florin,1436-11-17,Due from Geneva,9843.54,Bill of exchange from Bruges to Geneva,73697,bill_of_exchange
Venice,Venice Operations,Cash,,1311.07,,florin,1436-11-17,Supplies,1311.07,Supplies expense for Venice branch,73698,operating_expense
Venice,Armor Smith,Trading Revenue,,325.01,,florin,1436-11-17,Cash,325.01,Alum sale from papal mines,73699,alum_trade
Venice,Armor Smith,Trading Revenue,,121847.95,,florin,1436-11-17,Cash,121847.95,Alum sale from papal mines,73700,alum_trade
Venice,Cloth Merchant,Cash,,119485.42,,florin,1436-11-18,Loans Receivable,119485.42,Loan issued to Cloth Merchant from Venice branch,73701,loan_issuance
Milan,Banking House,Cash,,527.77,,florin,1436-11-18,Loans Receivable,527.77,Loan issued to Banking House from Milan branch,73702,loan_issuance
Florence,Florence Operations,Cash,,1571.02,,florin,1436-11-18,Rent,1571.02,Rent expense for Florence branch,73703,operating_expense
Bruges,Baron,Cash,,133142.82,,florin,1436-11-19,Loans Receivable,133142.82,Loan issued to Baron from Bruges branch,73704,loan_issuance
Geneva,Marquis,Loans Receivable,Interest Income,3123.26,343.5586,florin,1436-11-19,Cash,3466.8186,Loan repayment from Marquis with interest,73705,loan_repayment
Florence,Republic of Florence,Cash,,8681543.9,,florin,1436-11-19,Loans Receivable - Government,8681543.9,Emergency war financing for Florence defense,73706,war_financing
Rome,Jewel Trader,Cash,,172379.75,,florin,1436-11-19,Loans Receivable,172379.75,Loan issued to Jewel Trader from Rome branch,73707,loan_issuance
Florence,Jewel Trader,Cash,,3659.38,,florin,1436-11-19,Loans Receivable,3659.38,Loan issued to Jewel Trader from Florence branch,73708,loan_issuance
Rome,Wine Trader,Cash,,1052.74,,florin,1436-11-20,Loans Receivable,1052.74,Loan issued to Wine Trader from Rome branch,73709,loan_issuance
Florence,Trading Company,Trading Revenue,,3073.97,,florin,1436-11-20,Cash,3073.97,Alum sale from papal mines,73710,alum_trade
Florence,Republic of Florence,Cash,,1313509.97,,florin,1436-11-20,Loans Receivable - Government,1313509.97,Loan to Venice for Lombardy Wars operations,73711,war_financing
Florence,Republic of Florence,Cash,,89000.65,,florin,1436-11-20,Loans Receivable - Government,89000.65,War financing for Florentine operations against Milan,73712,war_financing
Avignon,Textile Merchant,Loans Receivable,Interest Income,4837.61,725.64,florin,1436-11-20,Cash,5563.25,Loan repayment from Textile Merchant with interest,73713,loan_repayment
Rome,Banking House,Trading Revenue,,38307.86,,florin,1436-11-21,Cash,38307.86,Alum sale from papal mines,73714,alum_trade
Venice,Venice Operations,Cash,,222.08,,florin,1436-11-21,Wages,222.08,Wages expense for Venice branch,73715,operating_expense
Rome,Papal Curia,Deposits Payable,,44286.57,,florin,1436-11-21,Cash,44286.57,Deposit from Papal Curia to Rome branch,73716,deposit
Rome,Sacred College,Deposits Payable,,1823239.27,,florin,1436-11-21,Cash,1823239.27,Deposit from Sacred College to Rome branch,73717,deposit
Milan,Milan Operations,Cash,,665.91,,florin,1436-11-22,Supplies,665.91,Supplies expense for Milan branch,73718,operating_expense
Avignon,Marquis,Cash,,29961.24,,florin,1436-11-23,Loans Receivable,29961.24,Loan issued to Marquis from Avignon branch,73719,loan_issuance
Bruges,Transfer to Milan,Cash,Exchange Fee Revenue,151958.28,3672.9,florin,1436-11-23,Due from Milan,155631.18,Bill of exchange from Bruges to Milan,73720,bill_of_exchange
Florence,Republic of Florence,Cash,,175803.02,,florin,1436-11-23,Loans Receivable - Government,175803.02,Emergency war financing for Florence defense,73721,war_financing
Geneva,Textile Merchant,Cash,,49667.21,,florin,1436-11-23,Loans Receivable,49667.21,Loan issued to Textile Merchant from Geneva branch,73722,loan_issuance
Geneva,Geneva Operations,Cash,,277.75,,florin,1436-11-24,Supplies,277.75,Supplies expense for Geneva branch,73723,operating_expense
Florence,Republic of Florence,Cash,,63256.8,,florin,1436-11-24,Loans Receivable - Government,63256.8,Loan to Venice for Lombardy Wars operations,73724,war_financing
Geneva,Jewel Trader,Cash,,19160.84,,florin,1436-11-24,Loans Receivable,19160.84,Loan issued to Jewel Trader from Geneva branch,73725,loan_issuance
Venice,Count of Urbino,Cash,,261165.92,,florin,1436-11-24,Loans Receivable,261165.92,Loan issued to Count of Urbino from Venice branch,73726,loan_issuance
Bruges,Transfer to Florence,Cash,Exchange Fee Revenue,23383.65,276.83,florin,1436-11-25,Due from Florence,23660.48,Bill of exchange from Bruges to Florence,73727,bill_of_exchange
Avignon,Avignon Operations,Cash,,1688.59,,florin,1436-11-25,Maintenance,1688.59,Maintenance expense for Avignon branch,73728,operating_expense
Milan,Transfer to Florence,Cash,Exchange Fee Revenue,106036.96,2208.2,florin,1436-11-25,Due from Florence,108245.16,Bill of exchange from Milan to Florence,73729,bill_of_exchange
Florence,Republic of Florence,Cash,,90006.59,,florin,1436-11-25,Loans Receivable - Government,90006.59,Loan to Venice for Lombardy Wars operations,73730,war_financing
Rome,Vatican Treasury,Deposits Payable,,42362.98,,florin,1436-11-26,Cash,42362.98,Deposit from Vatican Treasury to Rome branch,73731,deposit
Avignon,Transfer to London,Cash,Exchange Fee Revenue,12687.02,273.47,florin,1436-11-26,Due from London,12960.49,Bill of exchange from Avignon to London,73732,bill_of_exchange
Rome,Cardinal's Office,Deposits Payable,,6091.11,,florin,1436-11-26,Cash,6091.11,Deposit from Cardinal's Office to Rome branch,73733,deposit
Florence,Republic of Florence,Cash,,675356.19,,florin,1436-11-26,Loans Receivable - Government,675356.19,Loan to Venice for Lombardy Wars operations,73734,war_financing
Florence,Republic of Florence,Cash,,1797327.94,,florin,1436-11-27,Loans Receivable - Government,1797327.94,War financing for Florentine operations against Milan,73735,war_financing
Venice,Cloth Merchant,Cash,,4688.91,,florin,1436-11-27,Loans Receivable,4688.91,Loan issued to Cloth Merchant from Venice branch,73736,loan_issuance
Florence,Gold Merchant,Trading Revenue,,2988.48,,florin,1436-11-27,Cash,2988.48,Alum sale from papal mines,73737,alum_trade
Florence,Republic of Florence,Cash,,197916.01,,florin,1436-11-28,Loans Receivable - Government,197916.01,Loan to Venice for Lombardy Wars operations,73738,war_financing
Florence,Republic of Florence,Cash,,1589816.25,,florin,1436-11-28,Loans Receivable - Government,1589816.25,Loan to Venice for Lombardy Wars operations,73739,war_financing
Rome,Apostolic Chamber,Deposits Payable,,573435.81,,florin,1436-11-28,Cash,573435.81,Deposit from Apostolic Chamber to Rome branch,73740,deposit
Rome,Sacred College,Deposits Payable,,20046.62,,florin,1436-11-28,Cash,20046.62,Deposit from Sacred College to Rome branch,73741,deposit
Rome,Vatican Treasury,Deposits Payable,,22738.02,,florin,1436-11-28,Cash,22738.02,Deposit from Vatican Treasury to Rome branch,73742,deposit
Venice,Textile Merchant,Trading Revenue,,2511.69,,florin,1436-11-28,Cash,2511.69,Alum sale from papal mines,73743,alum_trade
Rome,Apostolic Chamber,Deposits Payable,,16093.32,,florin,1436-11-28,Cash,16093.32,Deposit from Apostolic Chamber to Rome branch,73744,deposit
Rome,Transfer to Geneva,Cash,Exchange Fee Revenue,690199.645148,7888.394852,florin,1436-11-29,Due from Geneva,698088.04,Bill of exchange from Rome to Geneva,73745,bill_of_exchange
Rome,Papal Curia,Deposits Payable,,8462.99,,florin,1436-11-29,Cash,8462.99,Deposit from Papal Curia to Rome branch,73746,deposit
Florence,Republic of Florence,Cash,,98753.7,,florin,1436-11-29,Loans Receivable - Government,98753.7,Emergency war financing for Florence defense,73747,war_financing
